route_id,route_week,split,row_count,delivery_stop_count
5304,9,training,12,11
5308,9,training,21,20
5314,9,training,12,11
5318,9,training,15,14
5320,9,training,17,16
5321,9,training,15,14
5322,9,training,16,15
5324,9,training,20,19
5329,9,training,14,13
5330,9,training,17,16
5334,9,training,21,20
5335,9,training,19,17
5337,9,training,14,13
5338,9,training,17,16
5342,9,training,12,11
5345,9,training,11,10
5346,9,training,13,12
5354,9,training,12,11
5358,9,training,17,16
5359,9,training,16,15
5361,9,training,11,10
5367,9,training,12,11
5375,9,training,14,13
5377,9,training,15,14
5383,9,training,11,10
5384,9,training,12,11
5386,9,training,11,10
5387,9,training,13,12
5390,9,training,15,14
5391,9,training,14,13
5395,10,training,17,16
5399,10,training,14,13
5404,10,training,12,11
5405,10,training,20,19
5406,10,training,17,16
5407,10,training,14,13
5408,10,training,20,19
5409,10,training,25,24
5413,10,training,13,12
5418,10,training,12,11
5419,10,training,26,25
5420,10,training,19,18
5422,10,training,17,16
5424,10,training,11,10
5425,10,training,20,19
5426,10,training,18,17
5428,10,training,14,13
5429,10,training,14,13
5432,10,training,17,16
5439,10,training,22,21
5440,10,training,16,15
5441,10,training,14,13
5444,10,training,16,15
5446,10,training,15,14
5449,10,training,15,14
5450,10,training,13,12
5451,10,training,17,16
5453,10,training,21,20
5454,10,training,20,19
5455,10,training,14,13
5456,10,training,18,17
5457,10,training,12,11
5458,10,training,11,10
5460,10,training,22,21
5462,10,training,19,18
5463,10,training,17,16
5464,10,training,19,18
5465,10,training,16,15
5468,10,training,17,16
5470,10,training,14,13
5476,10,training,20,19
5477,10,training,17,16
5478,10,training,21,20
5479,10,training,11,10
5480,10,training,15,14
5485,10,training,14,13
5492,10,training,12,11
5493,10,training,13,12
5494,10,training,16,15
5520,10,training,14,13
5523,10,training,14,13
5536,10,training,17,16
5538,10,training,14,13
5542,10,training,16,15
5543,10,training,13,12
5544,10,training,12,11
5545,10,training,25,24
5546,10,training,14,13
5548,10,training,19,18
5549,10,training,20,19
5550,10,training,19,18
5551,10,training,16,15
5553,10,training,14,13
5555,10,training,25,24
5557,10,training,14,13
5558,10,training,18,17
5559,10,training,18,17
5560,10,training,19,18
5561,10,training,17,16
5562,10,training,16,15
5563,10,training,15,14
5564,10,training,17,16
5565,10,training,16,15
5568,10,training,14,13
5570,10,training,17,16
5571,10,training,11,10
5572,10,training,17,16
5574,10,training,13,12
5575,10,training,19,18
5576,10,training,18,17
5577,10,training,15,14
5578,10,training,18,17
5579,10,training,11,10
5581,10,training,13,12
5582,10,training,13,12
5587,10,training,17,16
5588,10,training,12,11
5593,10,training,16,15
5596,10,training,13,12
5597,10,training,21,20
5600,10,training,14,13
5601,10,training,14,13
5602,10,training,18,17
5604,10,training,14,13
5605,10,training,14,13
5608,10,training,18,17
5610,10,training,16,15
5611,10,training,17,16
5622,10,training,17,16
5623,10,training,19,18
5636,10,training,11,10
5656,10,training,14,13
5657,10,training,11,10
5659,10,training,12,11
5661,10,training,11,10
5667,10,training,18,17
5668,10,training,19,18
5669,10,training,12,11
5671,10,training,12,11
5673,10,training,20,19
5675,10,training,14,13
5678,10,training,19,18
5680,10,training,15,14
5683,10,training,15,14
5684,10,training,11,10
5687,10,training,16,15
5689,10,training,12,11
5691,10,training,22,21
5692,10,training,13,12
5693,10,training,22,21
5696,10,training,15,14
5697,10,training,18,17
5698,10,training,11,10
5699,10,training,17,16
5701,10,training,19,18
5702,10,training,13,12
5705,10,training,16,15
5712,10,training,11,10
5714,10,training,11,10
5715,10,training,16,15
5717,10,training,14,13
5718,10,training,13,12
5721,10,training,21,20
5722,10,training,13,12
5723,10,training,23,22
5726,10,training,22,21
5731,10,training,22,21
5738,10,training,16,15
5739,10,training,12,11
5742,10,training,11,10
5744,10,training,17,16
5751,10,training,12,11
5752,10,training,14,13
5754,10,training,16,15
5757,10,training,15,14
5763,10,training,17,16
5768,10,training,11,10
5792,10,training,13,12
5797,10,training,14,13
5799,10,training,14,13
5800,10,training,15,14
5805,10,training,17,16
5806,10,training,11,10
5807,10,training,19,18
5808,10,training,22,21
5811,10,training,22,21
5815,10,training,13,12
5818,10,training,31,30
5824,10,training,14,13
5826,10,training,22,21
5829,10,training,21,20
5830,10,training,22,19
5832,10,training,17,16
5833,10,training,22,21
5834,10,training,13,12
5837,10,training,19,18
5839,10,training,21,20
5840,10,training,14,13
5848,10,training,19,18
5853,10,training,18,17
5858,10,training,13,12
5859,10,training,21,19
5863,10,training,12,11
5866,10,training,11,10
5870,10,training,15,14
5875,10,training,14,13
5877,10,training,16,15
5878,10,training,11,10
5879,10,training,13,12
5890,10,training,21,20
5905,10,training,12,11
5945,10,training,17,16
5947,10,training,12,11
5949,10,training,14,13
5950,10,training,15,14
5952,10,training,21,20
5953,10,training,17,16
5958,10,training,17,16
5960,10,training,21,20
5961,10,training,13,12
5963,10,training,17,16
5965,10,training,18,17
5966,10,training,16,15
5968,10,training,16,15
5972,10,training,14,13
5973,10,training,27,26
5975,10,training,17,16
5977,10,training,18,17
5979,10,training,17,16
5980,10,training,11,10
5981,10,training,19,18
5982,10,training,15,14
5984,10,training,20,19
5986,10,training,16,15
5987,10,training,29,28
5988,10,training,12,11
5991,10,training,19,18
5992,10,training,12,11
5994,10,training,16,15
5996,10,training,12,11
5997,10,training,11,10
5998,10,training,12,11
5999,10,training,15,14
6000,10,training,20,19
6001,10,training,13,12
6004,10,training,12,11
6007,10,training,15,14
6009,10,training,16,15
6010,10,training,13,12
6011,10,training,12,11
6013,10,training,12,11
6014,10,training,16,15
6016,10,training,18,16
6021,10,training,14,13
6027,10,training,20,19
6036,10,training,11,10
6040,10,training,13,12
6041,10,training,25,24
6052,10,training,13,12
6059,10,training,12,11
6063,10,training,11,10
6069,10,training,15,14
6070,10,training,11,10
6071,10,training,11,10
6072,10,training,15,14
6077,11,training,14,13
6079,11,training,15,14
6080,11,training,13,12
6081,11,training,17,16
6082,11,training,14,13
6083,11,training,16,15
6084,11,training,17,16
6085,11,training,17,16
6090,11,training,14,13
6091,11,training,17,16
6092,11,training,22,21
6094,11,training,21,20
6096,11,training,18,17
6097,11,training,23,22
6100,11,training,16,15
6102,11,training,13,12
6104,11,training,19,18
6106,11,training,18,17
6107,11,training,15,14
6108,11,training,21,20
6111,11,training,16,15
6112,11,training,13,12
6114,11,training,17,16
6116,11,training,12,11
6118,11,training,13,12
6119,11,training,26,25
6120,11,training,16,15
6122,11,training,15,14
6123,11,training,17,16
6124,11,training,21,20
6126,11,training,20,19
6128,11,training,14,13
6131,11,training,19,18
6133,11,training,18,17
6135,11,training,14,13
6137,11,training,22,21
6138,11,training,22,21
6140,11,training,13,12
6141,11,training,16,15
6142,11,training,15,14
6143,11,training,20,19
6145,11,training,15,14
6146,11,training,20,19
6148,11,training,15,14
6150,11,training,17,16
6151,11,training,16,15
6152,11,training,19,18
6153,11,training,15,14
6154,11,training,13,12
6157,11,training,18,17
6158,11,training,25,24
6160,11,training,18,17
6161,11,training,18,16
6166,11,training,14,13
6167,11,training,13,12
6168,11,training,19,18
6169,11,training,13,12
6170,11,training,17,16
6172,11,training,13,12
6175,11,training,12,11
6176,11,training,13,12
6179,11,training,13,12
6181,11,training,14,13
6183,11,training,15,14
6187,11,training,19,18
6191,11,training,13,12
6204,11,training,14,13
6205,11,training,20,19
6211,11,training,16,15
6214,11,training,15,14
6217,11,training,12,11
6222,11,training,11,10
6223,11,training,19,18
6224,11,training,12,11
6225,11,training,20,19
6227,11,training,17,16
6229,11,training,21,20
6230,11,training,19,18
6231,11,training,14,13
6232,11,training,12,11
6233,11,training,14,13
6234,11,training,13,12
6235,11,training,20,19
6236,11,training,16,15
6238,11,training,12,11
6239,11,training,20,19
6240,11,training,24,23
6242,11,training,16,15
6246,11,training,16,15
6247,11,training,21,20
6248,11,training,19,18
6250,11,training,15,14
6252,11,training,20,19
6253,11,training,11,10
6255,11,training,11,10
6256,11,training,20,19
6258,11,training,12,11
6260,11,training,23,21
6261,11,training,18,17
6263,11,training,22,21
6264,11,training,20,19
6265,11,training,19,18
6268,11,training,11,10
6269,11,training,16,15
6270,11,training,17,16
6272,11,training,20,19
6273,11,training,19,18
6274,11,training,13,12
6275,11,training,18,17
6276,11,training,12,11
6277,11,training,12,11
6280,11,training,15,14
6281,11,training,12,11
6283,11,training,21,20
6284,11,training,16,15
6286,11,training,17,16
6287,11,training,23,22
6290,11,training,16,15
6291,11,training,13,12
6294,11,training,15,14
6295,11,training,12,11
6298,11,training,17,16
6299,11,training,23,22
6300,11,training,14,13
6304,11,training,11,10
6311,11,training,16,15
6324,11,training,19,18
6325,11,training,13,12
6333,11,training,13,12
6334,11,training,12,11
6336,11,training,23,22
6340,11,training,13,12
6343,11,training,12,11
6345,11,training,11,10
6362,11,training,12,11
6367,11,training,18,17
6374,11,training,11,10
6378,11,training,18,17
6382,11,training,14,13
6384,11,training,23,22
6385,11,training,13,12
6387,11,training,16,14
6389,11,training,18,17
6390,11,training,16,15
6391,11,training,11,10
6392,11,training,18,17
6394,11,training,15,14
6396,11,training,15,14
6399,11,training,14,13
6400,11,training,15,14
6401,11,training,20,19
6403,11,training,17,16
6404,11,training,14,13
6405,11,training,11,10
6406,11,training,18,17
6410,11,training,12,11
6411,11,training,13,12
6412,11,training,20,19
6414,11,training,17,16
6415,11,training,18,16
6420,11,training,14,13
6421,11,training,17,16
6422,11,training,18,16
6424,11,training,14,13
6428,11,training,11,10
6432,11,training,13,12
6437,11,training,19,18
6439,11,training,11,10
6440,11,training,12,11
6443,11,training,17,16
6445,11,training,11,10
6447,11,training,13,12
6448,11,training,11,10
6449,11,training,23,22
6450,11,training,15,14
6456,11,training,20,19
6458,11,training,17,16
6460,11,training,12,10
6465,11,training,16,15
6466,11,training,13,12
6470,11,training,16,15
6472,11,training,14,13
6474,11,training,13,12
6480,11,training,12,11
6486,11,training,13,12
6488,11,training,15,14
6489,11,training,11,10
6505,11,training,14,13
6507,11,training,14,13
6509,11,training,14,13
6518,11,training,12,11
6519,11,training,20,19
6520,11,training,13,12
6521,11,training,23,22
6522,11,training,17,16
6523,11,training,22,20
6524,11,training,14,13
6528,11,training,13,12
6529,11,training,15,14
6530,11,training,17,16
6531,11,training,18,17
6533,11,training,13,12
6536,11,training,12,11
6537,11,training,17,16
6538,11,training,19,18
6539,11,training,14,13
6542,11,training,14,12
6546,11,training,13,12
6548,11,training,15,14
6551,11,training,15,14
6554,11,training,26,25
6555,11,training,15,14
6557,11,training,19,18
6558,11,training,17,16
6560,11,training,12,11
6561,11,training,22,21
6568,11,training,15,14
6569,11,training,15,14
6574,11,training,14,13
6576,11,training,16,15
6585,11,training,19,18
6586,11,training,18,17
6588,11,training,16,15
6590,11,training,13,12
6593,11,training,12,11
6596,11,training,19,18
6599,11,training,21,20
6603,11,training,12,11
6613,11,training,17,16
6616,11,training,15,14
6617,11,training,16,15
6620,11,training,11,10
6623,11,training,11,10
6625,11,training,11,10
6627,11,training,13,12
6634,11,training,20,19
6635,11,training,15,13
6639,11,training,11,10
6645,11,training,17,16
6648,11,training,11,10
6651,11,training,11,10
6656,11,training,13,12
6657,11,training,16,15
6658,11,training,17,16
6660,11,training,16,15
6661,11,training,17,16
6662,11,training,20,19
6666,11,training,12,11
6667,11,training,13,12
6668,11,training,22,21
6669,11,training,14,13
6671,11,training,15,14
6672,11,training,17,16
6676,11,training,14,13
6677,11,training,18,17
6678,11,training,14,13
6681,11,training,19,18
6685,11,training,21,20
6686,11,training,13,12
6687,11,training,11,10
6688,11,training,17,16
6691,11,training,14,13
6692,11,training,13,12
6693,11,training,18,17
6697,11,training,11,10
6698,11,training,25,24
6700,11,training,22,21
6701,11,training,15,14
6709,11,training,13,12
6710,11,training,11,10
6711,11,training,17,16
6716,11,training,14,13
6722,11,training,18,17
6724,11,training,15,14
6725,11,training,11,10
6726,11,training,14,13
6727,11,training,16,15
6729,11,training,14,13
6732,11,training,19,18
6733,11,training,16,15
6736,11,training,13,12
6737,11,training,14,13
6740,11,training,11,10
6744,11,training,16,13
6745,11,training,13,12
6746,11,training,18,17
6747,11,training,12,11
6751,11,training,15,14
6755,11,training,11,10
6757,11,training,14,13
6764,11,training,12,11
6770,11,training,18,17
6771,11,training,12,11
6773,11,training,11,10
6774,11,training,13,12
6777,11,training,27,26
6779,11,training,19,18
6780,11,training,18,17
6781,11,training,15,14
6789,11,training,12,11
6791,11,training,12,11
6793,11,training,11,10
6801,12,training,21,20
6802,12,training,12,11
6804,12,training,14,13
6805,12,training,17,16
6806,12,training,14,13
6807,12,training,14,13
6809,12,training,16,15
6811,12,training,12,11
6813,12,training,17,16
6814,12,training,17,16
6815,12,training,17,16
6816,12,training,15,14
6817,12,training,21,20
6818,12,training,17,16
6821,12,training,20,19
6824,12,training,13,12
6825,12,training,14,13
6826,12,training,11,10
6827,12,training,16,15
6830,12,training,16,15
6832,12,training,20,19
6836,12,training,16,15
6837,12,training,12,11
6838,12,training,14,13
6842,12,training,19,18
6843,12,training,13,12
6844,12,training,17,16
6846,12,training,14,13
6848,12,training,14,13
6849,12,training,14,13
6851,12,training,14,13
6852,12,training,12,11
6855,12,training,11,10
6856,12,training,11,10
6859,12,training,13,11
6860,12,training,19,18
6861,12,training,13,12
6867,12,training,13,12
6868,12,training,16,15
6873,12,training,12,11
6874,12,training,13,12
6875,12,training,13,12
6876,12,training,21,20
6878,12,training,18,17
6880,12,training,12,11
6886,12,training,21,20
6895,12,training,12,11
6898,12,training,13,12
6903,12,training,15,14
6904,12,training,14,13
6906,12,training,12,11
6909,12,training,13,12
6912,12,training,18,17
6922,12,training,14,13
6928,12,training,11,10
6936,12,training,11,10
6939,12,training,11,10
6940,12,training,12,11
6942,12,training,12,11
6943,12,training,15,14
6944,12,training,17,16
6945,12,training,14,13
6946,12,training,18,17
6948,12,training,13,12
6950,12,training,11,10
6951,12,training,15,14
6952,12,training,19,18
6953,12,training,18,17
6956,12,training,14,13
6960,12,training,13,12
6965,12,training,12,11
6967,12,training,18,17
6968,12,training,12,11
6970,12,training,12,11
6971,12,training,21,19
6972,12,training,12,11
6978,12,training,13,12
6980,12,training,18,17
6981,12,training,18,17
6982,12,training,11,10
6983,12,training,15,14
6986,12,training,16,15
6993,12,training,13,12
6994,12,training,14,13
6995,12,training,13,12
6996,12,training,14,13
6997,12,training,13,12
6998,12,training,16,15
7000,12,training,12,11
7003,12,training,17,16
7005,12,training,16,15
7008,12,training,18,17
7017,12,training,13,12
7019,12,training,14,13
7020,12,training,15,14
7035,12,training,11,10
7037,12,training,15,14
7040,12,training,14,13
7041,12,training,17,16
7043,12,training,20,19
7044,12,training,15,14
7047,12,training,19,18
7061,12,training,12,11
7062,12,training,11,10
7063,12,training,11,10
7071,12,training,14,13
7072,12,training,20,19
7074,12,training,15,14
7075,12,training,16,15
7076,12,training,17,16
7077,12,training,23,22
7078,12,training,16,15
7079,12,training,13,12
7080,12,training,20,19
7082,12,training,17,16
7083,12,training,16,15
7084,12,training,11,10
7086,12,training,22,21
7090,12,training,12,11
7092,12,training,14,13
7093,12,training,11,10
7094,12,training,15,14
7098,12,training,17,16
7099,12,training,21,20
7101,12,training,17,16
7102,12,training,27,26
7104,12,training,11,10
7106,12,training,19,18
7108,12,training,17,16
7109,12,training,20,19
7112,12,training,13,12
7113,12,training,14,13
7122,12,training,14,13
7123,12,training,14,13
7124,12,training,14,13
7125,12,training,17,16
7126,12,training,13,12
7128,12,training,19,18
7129,12,training,15,14
7130,12,training,12,11
7133,12,training,17,16
7134,12,training,14,13
7139,12,training,18,17
7140,12,training,13,12
7141,12,training,14,13
7148,12,training,17,16
7151,12,training,11,10
7156,12,training,13,12
7164,12,training,14,13
7172,12,training,12,11
7173,12,training,13,12
7177,12,training,14,13
7181,12,training,18,17
7186,12,training,16,15
7190,12,training,14,13
7191,12,training,16,15
7193,12,training,13,12
7199,12,training,15,14
7203,12,training,16,15
7205,12,training,16,15
7206,12,training,13,12
7207,12,training,14,13
7208,12,training,12,11
7209,12,training,18,17
7210,12,training,17,16
7213,12,training,13,12
7214,12,training,21,20
7220,12,training,15,14
7223,13,training,15,14
7225,13,training,15,14
7230,13,training,18,17
7231,13,training,18,17
7233,13,training,12,11
7234,13,training,13,12
7235,13,training,23,22
7238,13,training,19,18
7239,13,training,20,19
7240,13,training,19,18
7241,13,training,24,23
7242,13,training,16,15
7243,13,training,23,22
7245,13,training,16,15
7246,13,training,23,22
7247,13,training,30,29
7248,13,training,27,26
7249,13,training,25,24
7250,13,training,17,16
7251,13,training,22,21
7253,13,training,14,13
7254,13,training,19,18
7255,13,training,25,24
7257,13,training,18,17
7259,13,training,25,24
7260,13,training,25,24
7261,13,training,17,16
7262,13,training,20,19
7263,13,training,17,16
7268,13,training,13,12
7270,13,training,13,12
7274,13,training,20,19
7278,13,training,23,22
7279,13,training,21,20
7283,13,training,20,19
7284,13,training,21,20
7287,13,training,25,24
7289,13,training,12,11
7291,13,training,33,32
7293,13,training,19,18
7296,13,training,22,21
7297,13,training,21,20
7301,13,training,15,14
7303,13,training,17,16
7305,13,training,12,11
7307,13,training,21,20
7311,13,training,20,19
7312,13,training,11,10
7315,13,training,13,12
7318,13,training,19,18
7321,13,training,13,12
7358,13,training,13,12
7360,13,training,11,10
7363,13,training,12,11
7370,13,training,17,16
7372,13,training,14,13
7373,13,training,15,14
7374,13,training,17,16
7375,13,training,23,22
7376,13,training,17,16
7377,13,training,17,16
7378,13,training,11,10
7379,13,training,14,13
7382,13,training,11,10
7384,13,training,13,12
7386,13,training,12,11
7388,13,training,19,18
7389,13,training,13,12
7393,13,training,19,18
7399,13,training,18,17
7400,13,training,11,10
7405,13,training,21,20
7407,13,training,15,14
7411,13,training,16,15
7412,13,training,16,15
7413,13,training,18,17
7415,13,training,14,13
7416,13,training,19,18
7417,13,training,11,10
7420,13,training,11,10
7421,13,training,11,10
7424,13,training,14,13
7425,13,training,13,12
7427,13,training,24,23
7428,13,training,18,17
7429,13,training,20,19
7434,13,training,11,10
7441,13,training,16,15
7443,13,training,17,16
7447,13,training,13,12
7449,13,training,20,19
7450,13,training,15,14
7453,13,training,21,20
7455,13,training,14,13
7460,13,training,14,13
7469,13,training,11,10
7475,13,training,11,10
7476,13,training,11,10
7490,13,training,18,17
7503,13,training,15,14
7504,13,training,12,11
7506,13,training,16,15
7510,13,training,17,16
7512,13,training,16,15
7514,13,training,17,16
7517,13,training,14,13
7518,13,training,20,19
7519,13,training,14,13
7520,13,training,21,20
7522,13,training,14,13
7524,13,training,11,10
7527,13,training,16,15
7528,13,training,18,17
7531,13,training,19,18
7533,13,training,11,10
7534,13,training,24,23
7535,13,training,19,18
7536,13,training,25,24
7538,13,training,17,16
7539,13,training,16,15
7541,13,training,13,12
7542,13,training,14,13
7543,13,training,15,14
7544,13,training,13,12
7549,13,training,16,15
7550,13,training,11,10
7552,13,training,13,12
7554,13,training,16,15
7557,13,training,23,22
7558,13,training,23,22
7559,13,training,13,12
7560,13,training,11,10
7561,13,training,17,16
7569,13,training,13,12
7573,13,training,20,19
7574,13,training,19,18
7575,13,training,19,18
7576,13,training,14,13
7578,13,training,17,16
7580,13,training,20,19
7581,13,training,13,12
7582,13,training,15,14
7583,13,training,27,26
7584,13,training,14,13
7592,13,training,20,19
7602,13,training,12,11
7608,13,training,14,13
7627,13,training,18,17
7629,13,training,12,11
7631,13,training,18,13
7640,13,training,11,10
7652,13,training,13,12
7654,13,training,11,10
7655,13,training,12,11
7663,13,training,13,12
7664,13,training,11,10
7666,13,training,17,16
7667,13,training,19,17
7668,13,training,20,19
7669,13,training,15,14
7670,13,training,23,22
7671,13,training,11,10
7675,13,training,11,10
7676,13,training,21,20
7677,13,training,15,14
7678,13,training,14,13
7679,13,training,16,15
7681,13,training,14,13
7682,13,training,27,26
7685,13,training,14,13
7686,13,training,15,14
7688,13,training,16,15
7689,13,training,25,24
7690,13,training,18,17
7691,13,training,16,15
7692,13,training,14,13
7697,13,training,14,13
7698,13,training,12,11
7699,13,training,27,26
7700,13,training,16,15
7701,13,training,25,24
7702,13,training,21,20
7703,13,training,18,17
7706,13,training,14,13
7710,13,training,15,14
7711,13,training,12,11
7712,13,training,19,18
7715,13,training,12,11
7716,13,training,12,11
7717,13,training,13,12
7718,13,training,21,20
7723,13,training,15,13
7727,13,training,16,15
7728,13,training,12,11
7729,13,training,16,15
7731,13,training,14,13
7733,13,training,18,17
7736,13,training,20,19
7737,13,training,15,14
7739,13,training,12,11
7740,13,training,16,15
7741,13,training,13,12
7742,13,training,16,15
7748,13,training,13,12
7750,13,training,14,13
7755,13,training,12,11
7757,13,training,11,10
7758,13,training,16,15
7759,13,training,16,15
7761,13,training,16,15
7762,13,training,11,10
7764,13,training,22,20
7768,13,training,17,16
7770,13,training,15,14
7774,13,training,12,11
7777,13,training,14,13
7791,13,training,11,10
7799,13,training,12,10
7802,13,training,18,17
7804,13,training,17,16
7805,13,training,20,19
7809,13,training,15,14
7812,13,training,13,12
7814,13,training,14,13
7815,13,training,16,15
7819,13,training,14,13
7820,14,training,16,15
7821,14,training,13,12
7823,14,training,14,13
7824,14,training,20,19
7826,14,training,12,11
7828,14,training,15,14
7829,14,training,20,19
7830,14,training,18,17
7831,14,training,19,18
7832,14,training,14,13
7833,14,training,18,17
7834,14,training,24,23
7835,14,training,18,17
7836,14,training,18,17
7837,14,training,21,20
7838,14,training,25,24
7842,14,training,20,19
7843,14,training,18,17
7844,14,training,15,14
7847,14,training,16,15
7849,14,training,26,25
7852,14,training,13,12
7853,14,training,14,13
7856,14,training,20,19
7858,14,training,25,24
7863,14,training,17,16
7864,14,training,13,12
7865,14,training,12,11
7866,14,training,13,12
7870,14,training,15,14
7871,14,training,22,21
7872,14,training,24,23
7873,14,training,16,15
7874,14,training,15,14
7875,14,training,17,16
7878,14,training,13,12
7880,14,training,20,19
7881,14,training,17,16
7883,14,training,16,15
7886,14,training,22,21
7888,14,training,21,20
7890,14,training,14,13
7892,14,training,13,12
7895,14,training,14,13
7896,14,training,14,13
7897,14,training,12,11
7898,14,training,12,11
7899,14,training,21,20
7901,14,training,15,14
7905,14,training,13,12
7908,14,training,20,19
7910,14,training,21,20
7914,14,training,11,10
7918,14,training,12,11
7919,14,training,11,10
7929,14,training,17,16
7931,14,training,15,14
7933,14,training,17,16
7939,14,training,12,10
7948,14,training,18,17
7949,14,training,13,12
7951,14,training,11,10
7953,14,training,11,10
7958,14,training,21,20
7959,14,training,17,16
7961,14,training,13,12
7962,14,training,19,18
7964,14,training,13,12
7965,14,training,13,12
7968,14,training,11,10
7969,14,training,18,17
7970,14,training,19,18
7971,14,training,12,11
7972,14,training,14,13
7974,14,training,26,25
7975,14,training,16,15
7979,14,training,20,19
7981,14,training,23,22
7984,14,training,16,15
7986,14,training,21,20
7989,14,training,13,12
7990,14,training,12,11
7991,14,training,20,19
7993,14,training,15,14
7995,14,training,23,22
7996,14,training,17,16
7998,14,training,23,22
7999,14,training,11,10
8000,14,training,12,11
8002,14,training,16,15
8003,14,training,12,11
8004,14,training,16,15
8005,14,training,19,18
8006,14,training,16,15
8008,14,training,13,12
8009,14,training,11,10
8010,14,training,16,15
8013,14,training,11,10
8014,14,training,13,12
8015,14,training,15,14
8016,14,training,16,15
8024,14,training,14,13
8025,14,training,12,11
8027,14,training,20,19
8029,14,training,14,13
8032,14,training,14,13
8034,14,training,11,10
8038,14,training,14,13
8041,14,training,15,14
8042,14,training,22,21
8043,14,training,18,17
8045,14,training,14,13
8046,14,training,17,16
8047,14,training,16,15
8050,14,training,12,11
8055,14,training,12,10
8061,14,training,13,11
8064,14,training,15,13
8086,14,training,12,11
8091,14,training,13,12
8096,14,training,12,11
8101,14,training,16,15
8103,14,training,14,13
8104,14,training,14,13
8105,14,training,23,22
8107,14,training,16,14
8108,14,training,19,18
8111,14,training,16,15
8114,14,training,15,14
8117,14,training,14,13
8118,14,training,18,17
8119,14,training,13,12
8120,14,training,12,11
8121,14,training,13,12
8122,14,training,24,23
8123,14,training,20,19
8124,14,training,15,14
8126,14,training,11,10
8127,14,training,15,14
8129,14,training,27,26
8133,14,training,11,10
8138,14,training,17,16
8139,14,training,17,16
8141,14,training,14,13
8142,14,training,11,10
8144,14,training,17,16
8145,14,training,12,11
8148,14,training,17,16
8152,14,training,11,10
8154,14,training,15,14
8155,14,training,15,14
8157,14,training,15,14
8162,14,training,17,16
8163,14,training,19,18
8165,14,training,13,12
8166,14,training,21,20
8170,14,training,15,14
8172,14,training,15,14
8174,14,training,14,13
8175,14,training,14,13
8176,14,training,22,21
8177,14,training,20,19
8183,14,training,12,11
8191,14,training,13,12
8194,14,training,13,12
8202,14,training,17,15
8213,14,training,15,14
8222,14,training,14,13
8225,14,training,19,18
8227,14,training,19,18
8229,14,training,15,14
8232,14,training,14,13
8234,14,training,14,13
8235,14,training,17,16
8237,14,training,11,10
8239,14,training,21,20
8242,14,training,12,11
8245,14,training,13,12
8247,14,training,12,11
8252,14,training,11,10
8258,14,training,15,14
8259,14,training,16,15
8260,14,training,11,10
8261,14,training,15,14
8262,14,training,14,13
8264,14,training,12,11
8266,14,training,18,17
8267,14,training,19,18
8268,14,training,17,16
8270,14,training,17,16
8277,14,training,18,17
8278,14,training,12,11
8281,14,training,17,16
8294,14,training,17,16
8296,14,training,19,18
8297,14,training,12,11
8301,14,training,12,11
8302,14,training,22,21
8304,14,training,12,11
8306,14,training,20,19
8312,14,training,17,16
8313,14,training,12,10
8314,14,training,15,14
8315,14,training,16,15
8318,14,training,11,10
8319,14,training,17,16
8323,14,training,18,17
8328,14,training,12,11
8333,14,training,14,13
8334,14,training,16,15
8340,14,training,13,11
8349,14,training,14,13
8351,14,training,18,17
8352,14,training,12,11
8364,14,training,11,10
8366,14,training,15,14
8378,14,training,15,14
8379,14,training,19,18
8382,14,training,19,18
8384,14,training,18,17
8387,14,training,13,12
8388,14,training,19,18
8395,14,training,17,16
8398,14,training,14,13
8399,14,training,18,17
8404,14,training,15,14
8405,14,training,20,19
8406,14,training,20,19
8407,14,training,12,11
8408,14,training,22,21
8409,14,training,20,19
8412,14,training,19,18
8415,14,training,14,13
8419,14,training,16,15
8420,14,training,18,17
8421,14,training,17,16
8422,14,training,14,13
8423,14,training,13,12
8424,14,training,11,10
8427,14,training,14,13
8431,14,training,14,13
8433,14,training,13,12
8436,14,training,14,13
8437,14,training,18,17
8439,14,training,14,13
8440,14,training,18,17
8442,14,training,12,11
8444,14,training,12,11
8447,14,training,18,17
8448,14,training,12,11
8449,14,training,15,14
8453,14,training,13,12
8456,14,training,16,15
8458,14,training,13,12
8459,14,training,25,24
8464,14,training,11,10
8467,14,training,15,13
8468,14,training,11,10
8469,14,training,11,10
8470,14,training,13,12
8471,14,training,12,11
8477,14,training,12,11
8479,14,training,16,15
8483,14,training,11,10
8484,14,training,11,10
8498,14,training,23,22
8499,14,training,16,15
8500,14,training,14,13
8506,14,training,22,21
8509,14,training,18,17
8513,14,training,11,10
8514,14,training,13,12
8522,14,training,13,12
8523,14,training,12,11
8524,14,training,11,10
8526,14,training,14,13
8528,14,training,17,16
8529,14,training,14,13
8531,14,training,17,16
8532,15,training,17,16
8533,15,training,16,15
8534,15,training,18,17
8535,15,training,14,13
8536,15,training,14,13
8540,15,training,19,18
8542,15,training,17,16
8544,15,training,20,19
8550,15,training,11,10
8551,15,training,14,13
8553,15,training,17,16
8556,15,training,13,12
8557,15,training,20,19
8559,15,training,14,13
8560,15,training,12,11
8562,15,training,21,20
8563,15,training,16,15
8564,15,training,16,15
8565,15,training,23,22
8568,15,training,17,16
8569,15,training,18,17
8571,15,training,11,10
8572,15,training,17,16
8573,15,training,16,15
8576,15,training,17,16
8577,15,training,20,19
8578,15,training,16,15
8579,15,training,18,17
8581,15,training,16,15
8583,15,training,19,18
