route_id,route_week,row_count,delivery_stop_count,driver_id_count,country_count,week_id_count,duplicate_stop_id_rows,complete_planned_index,complete_actual_index,observed_delivery_arrival,manifest_anchor_minutes,route_duration_minutes,actual_arrival_span_minutes,negative_delivery_targets,planned_first_is_depot,actual_first_is_depot,eligible,failure_reasons,split
3628,6,14,13,1,1,1,0,True,True,True,0.0,639.58,510.34200000000004,0,True,True,True,,training
3629,6,17,16,1,1,1,0,True,True,True,0.0,559.976,426.068,0,True,True,True,,training
3630,6,12,11,1,1,1,0,True,True,True,0.0,658.481,524.064,0,True,True,True,,training
3631,6,11,10,1,1,1,0,True,True,True,0.0,489.785,352.62800000000004,0,True,True,True,,training
3632,6,19,18,1,1,1,0,True,True,True,0.0,618.687,469.172,0,True,True,True,,training
3633,6,13,12,1,1,1,0,True,True,True,0.0,468.74,294.231,0,True,True,True,,training
3634,6,11,10,1,1,1,0,True,True,True,0.0,442.982,256.635,0,True,True,True,,training
3635,6,18,16,1,1,3,2,True,True,True,0.0,16417.25,16290.753,0,True,True,False,duplicate_route_stop_id;route_duration_gt_16h,excluded
3636,6,14,13,1,1,1,0,True,True,True,0.0,580.328,388.073,0,True,True,True,,training
3637,6,13,12,1,1,1,0,True,True,True,0.0,484.889,288.978,0,True,True,True,,training
3638,6,7,3,1,1,1,2,True,True,True,0.0,674.214,535.594,0,True,True,False,delivery_stops_lt_10;duplicate_route_stop_id,excluded
3639,6,8,6,1,1,1,2,True,True,True,0.0,586.638,385.58400000000006,0,True,True,False,delivery_stops_lt_10;duplicate_route_stop_id,excluded
3640,6,12,11,1,1,1,0,True,True,True,0.0,636.79,434.42999999999995,0,True,True,True,,training
3641,6,7,6,1,1,1,0,True,True,True,0.0,433.157,402.762,0,True,True,False,delivery_stops_lt_10,excluded
3642,6,15,14,1,1,1,0,True,True,True,0.0,483.519,262.33299999999997,0,True,True,True,,training
3643,6,11,10,1,1,1,0,True,True,True,0.0,563.292,340.70400000000006,0,True,True,True,,training
3644,6,19,18,1,1,1,0,True,True,True,0.0,588.83,352.04600000000005,0,True,True,True,,training
3645,6,15,13,1,1,1,2,True,True,True,0.0,601.677,362.684,0,True,True,False,duplicate_route_stop_id,excluded
3646,6,12,11,1,1,1,0,True,True,True,0.0,557.637,317.40199999999993,0,True,True,True,,training
3647,6,9,8,1,1,1,0,True,True,True,0.0,497.118,316.267,0,True,True,False,delivery_stops_lt_10,excluded
3648,6,18,15,1,1,1,5,True,True,True,0.0,645.496,463.505,0,True,True,False,duplicate_route_stop_id,excluded
3649,6,17,16,1,1,1,0,True,True,True,0.0,656.941,413.48,0,True,True,True,,training
3650,6,15,13,1,1,1,4,True,True,True,0.0,801.353,551.634,0,True,True,False,duplicate_route_stop_id,excluded
3651,6,8,7,1,1,1,0,True,True,True,0.0,547.427,294.95000000000005,0,True,True,False,delivery_stops_lt_10,excluded
3652,6,22,20,1,1,1,4,True,True,True,0.0,596.008,403.48600000000005,0,True,True,False,duplicate_route_stop_id,excluded
3653,6,13,12,1,1,1,0,True,True,True,0.0,638.219,445.59900000000005,0,True,True,True,,training
3654,6,11,10,1,1,1,0,True,True,True,0.0,694.653,437.27700000000004,0,True,True,True,,training
3655,6,18,17,1,1,1,0,True,True,True,0.0,587.689,322.025,0,True,True,True,,training
3656,6,6,4,1,1,1,2,True,True,True,0.0,612.519,406.709,0,True,True,False,delivery_stops_lt_10;duplicate_route_stop_id,excluded
3657,6,9,8,1,1,1,0,True,True,True,0.0,525.23,251.372,0,True,True,False,delivery_stops_lt_10,excluded
3658,6,15,14,1,1,1,0,True,True,True,0.0,596.365,318.398,0,True,True,True,,training
3659,6,15,14,1,1,1,0,True,True,True,0.0,576.868,297.3960000000001,0,True,True,True,,training
3660,6,11,8,1,1,1,2,True,True,True,0.0,492.271,390.793,0,True,True,False,delivery_stops_lt_10;duplicate_route_stop_id,excluded
3661,6,7,2,1,1,1,2,True,True,True,0.0,605.663,380.35400000000004,0,True,True,False,delivery_stops_lt_10;duplicate_route_stop_id,excluded
3662,6,11,6,1,1,1,2,True,True,True,0.0,872.897,645.84,0,True,True,False,delivery_stops_lt_10;duplicate_route_stop_id,excluded
3663,6,16,15,1,1,1,0,True,True,True,0.0,583.087,291.44599999999997,0,True,True,True,,training
3664,6,20,19,1,1,1,0,True,True,True,0.0,743.548,450.803,0,True,True,True,,training
3665,6,16,14,1,1,1,4,True,True,True,0.0,575.377,339.852,0,True,True,False,duplicate_route_stop_id,excluded
3666,6,10,9,1,1,1,0,True,True,True,0.0,560.842,320.787,0,True,True,False,delivery_stops_lt_10,excluded
3667,6,7,5,1,1,1,2,True,True,True,0.0,604.993,421.21400000000006,0,True,True,False,delivery_stops_lt_10;duplicate_route_stop_id,excluded
3668,6,12,11,1,1,1,0,True,True,True,0.0,307.236,302.697,0,True,True,True,,training
3669,6,6,4,1,1,1,2,True,True,True,0.0,689.199,503.95799999999997,0,True,True,False,delivery_stops_lt_10;duplicate_route_stop_id,excluded
3670,6,18,16,1,1,1,2,True,True,True,0.0,433.268,124.09599999999995,0,True,True,False,duplicate_route_stop_id,excluded
3671,6,7,6,1,1,1,0,True,True,True,0.0,495.764,364.028,0,True,True,False,delivery_stops_lt_10,excluded
3672,6,16,15,1,1,1,2,True,True,True,0.0,597.703,344.08099999999996,0,True,True,False,duplicate_route_stop_id,excluded
3673,6,15,14,1,1,1,0,True,True,True,0.0,489.521,352.379,0,True,True,True,,training
3674,6,11,10,1,1,1,0,True,True,True,0.0,625.813,363.519,0,True,True,True,,training
3675,6,15,13,1,1,1,0,True,True,True,0.0,803.967,540.264,0,True,True,True,,training
3676,6,7,6,1,1,1,0,True,True,True,0.0,510.979,243.30399999999997,0,True,True,False,delivery_stops_lt_10,excluded
3677,6,15,12,1,1,1,4,True,True,True,0.0,619.637,349.21099999999996,0,True,True,False,duplicate_route_stop_id,excluded
3678,6,16,14,1,1,1,2,True,True,True,0.0,894.236,622.605,0,True,True,False,duplicate_route_stop_id,excluded
3679,6,6,5,1,1,1,0,True,True,True,0.0,614.229,401.78900000000004,0,True,True,False,delivery_stops_lt_10,excluded
3680,6,19,17,1,1,1,2,True,True,True,0.0,717.971,383.481,0,True,True,False,duplicate_route_stop_id,excluded
3681,6,18,17,1,1,1,0,True,True,True,0.0,824.005,537.788,0,True,True,True,,training
3682,6,15,14,1,1,1,0,True,True,True,0.0,412.569,242.36700000000002,0,True,True,True,,training
3683,6,7,6,1,1,1,0,True,True,True,0.0,407.298,236.352,0,True,True,False,delivery_stops_lt_10,excluded
3684,6,7,6,1,1,1,0,True,True,True,0.0,550.695,250.27600000000007,0,True,True,False,delivery_stops_lt_10,excluded
3685,6,7,5,1,1,1,0,True,True,True,0.0,471.96,288.296,0,True,True,False,delivery_stops_lt_10,excluded
3686,6,18,17,1,1,1,0,True,True,True,0.0,845.687,538.6020000000001,0,True,True,True,,training
3687,6,7,5,1,1,1,0,True,True,True,0.0,714.196,464.779,0,True,True,False,delivery_stops_lt_10,excluded
3688,6,12,11,1,1,1,0,True,True,True,0.0,726.924,417.44199999999995,0,True,True,True,,training
3689,6,6,4,1,1,1,0,True,True,True,0.0,444.541,305.34000000000003,0,True,True,False,delivery_stops_lt_10,excluded
3690,6,12,11,1,1,1,0,True,True,True,0.0,536.891,275.835,0,True,True,True,,training
3691,6,9,8,1,1,1,0,True,True,True,0.0,556.513,292.199,0,True,True,False,delivery_stops_lt_10,excluded
3692,6,12,10,1,1,1,0,True,True,True,0.0,644.188,378.42199999999997,0,True,True,True,,training
3693,6,12,11,1,1,1,0,True,True,True,0.0,611.511,343.27299999999997,0,True,True,True,,training
3694,6,9,8,1,1,1,0,True,True,True,0.0,605.485,157.214,0,True,True,False,delivery_stops_lt_10,excluded
3695,6,11,10,1,1,1,0,True,True,True,0.0,721.81,384.51399999999995,0,True,True,True,,training
3696,6,11,9,1,1,1,0,True,True,True,0.0,864.26,508.299,0,True,True,False,delivery_stops_lt_10,excluded
3697,6,14,12,1,1,1,2,True,True,True,0.0,738.446,436.45300000000003,0,True,True,False,duplicate_route_stop_id,excluded
3698,6,12,11,1,1,1,0,True,True,True,0.0,805.409,442.26099999999997,0,True,True,True,,training
3699,6,11,10,1,1,1,0,True,True,True,0.0,781.823,397.08799999999997,0,True,True,True,,training
3700,6,9,8,1,1,1,0,True,True,True,0.0,674.53,284.441,0,True,True,False,delivery_stops_lt_10,excluded
3701,6,7,5,1,1,1,0,True,True,True,0.0,535.956,324.501,0,False,False,False,delivery_stops_lt_10,excluded
3702,6,7,4,1,1,1,0,True,True,True,0.0,353.923,242.974,0,False,True,False,delivery_stops_lt_10,excluded
3703,6,5,4,1,1,1,0,True,True,True,0.0,521.375,230.76799999999997,0,True,True,False,delivery_stops_lt_10,excluded
3704,6,15,13,1,1,2,2,True,True,True,0.0,6096.246,5678.8730000000005,0,True,True,False,duplicate_route_stop_id;route_duration_gt_16h,excluded
3705,6,16,13,1,1,1,3,True,True,True,0.0,735.092,276.114,0,True,True,False,duplicate_route_stop_id,excluded
3706,6,10,9,1,1,1,0,True,True,True,0.0,898.97,378.341,0,True,True,False,delivery_stops_lt_10,excluded
3707,6,3,2,1,1,1,0,True,True,True,0.0,293.287,0.0,0,False,False,False,delivery_stops_lt_10,excluded
3708,6,3,2,1,1,1,0,True,True,True,0.0,293.297,0.0,0,False,False,False,delivery_stops_lt_10,excluded
3709,6,13,11,1,1,1,4,True,True,True,0.0,608.236,1.163000000000011,0,True,True,False,duplicate_route_stop_id,excluded
3710,6,3,2,1,1,1,0,True,True,True,0.0,801.355,0.0,0,True,False,False,delivery_stops_lt_10,excluded
3711,6,5,4,1,1,2,0,True,True,True,3877.027,344.3949999999995,4221.422,0,True,True,False,delivery_stops_lt_10,excluded
3712,6,12,10,1,1,1,4,True,True,True,0.0,684.578,0.8310000000000173,0,True,True,False,duplicate_route_stop_id,excluded
3713,6,5,3,1,1,1,0,True,True,True,126.087,635.5020000000001,761.589,0,True,True,False,delivery_stops_lt_10,excluded
3714,6,7,6,1,1,1,0,True,True,True,0.0,782.086,354.68,0,True,True,False,delivery_stops_lt_10,excluded
3715,6,8,7,1,1,1,0,True,True,True,0.0,611.895,417.28099999999995,0,True,True,False,delivery_stops_lt_10,excluded
3716,6,9,8,1,1,1,0,True,True,True,0.0,581.013,384.90600000000006,0,True,True,False,delivery_stops_lt_10,excluded
3717,6,9,8,1,1,1,0,True,True,True,0.0,814.684,617.4159999999999,0,True,True,False,delivery_stops_lt_10,excluded
3718,6,13,12,1,1,1,0,True,True,True,0.0,577.783,304.475,0,True,True,True,,training
3719,6,13,11,1,1,1,4,True,True,True,0.0,689.139,399.695,0,True,True,False,duplicate_route_stop_id,excluded
3720,6,13,12,1,1,1,0,True,True,True,0.0,657.566,307.35400000000004,0,True,True,True,,training
3721,6,14,12,1,1,1,2,True,True,True,0.0,855.84,480.66900000000004,0,True,True,False,duplicate_route_stop_id,excluded
3722,6,10,8,1,1,2,2,True,True,True,0.0,379.124,364.94100000000003,0,True,True,False,delivery_stops_lt_10;duplicate_route_stop_id,excluded
3723,6,12,11,1,1,2,0,True,True,True,0.0,429.916,223.788,0,True,True,True,,training
3724,6,7,6,1,1,2,0,True,True,True,0.0,413.479,205.83999999999997,0,True,True,False,delivery_stops_lt_10,excluded
3725,6,10,9,1,1,2,0,True,True,True,0.0,370.931,159.54199999999997,0,True,True,False,delivery_stops_lt_10,excluded
3726,6,10,8,1,1,2,4,True,True,True,0.0,437.838,225.598,0,True,True,False,delivery_stops_lt_10;duplicate_route_stop_id,excluded
3727,6,10,9,1,1,2,0,True,True,True,0.0,396.144,178.25300000000001,0,True,True,False,delivery_stops_lt_10,excluded
3728,6,7,5,1,1,2,2,True,True,True,0.0,474.474,245.916,0,True,True,False,delivery_stops_lt_10;duplicate_route_stop_id,excluded
3729,6,13,12,1,1,2,0,True,True,True,0.0,504.102,267.654,0,True,True,True,,training
3730,6,14,13,1,1,2,0,True,True,True,0.0,510.743,268.584,0,True,True,True,,training
3731,6,9,8,1,1,2,0,True,True,True,0.0,382.281,135.805,0,True,True,False,delivery_stops_lt_10,excluded
3732,6,9,8,1,1,2,0,True,True,True,0.0,429.595,181.53200000000004,0,True,True,False,delivery_stops_lt_10,excluded
3733,6,14,13,1,1,2,0,True,True,True,31.965,549.312,581.277,0,True,True,True,,training
3734,7,14,13,1,1,1,0,True,True,True,0.0,577.607,531.279,0,True,True,True,,training
3735,7,11,10,1,1,1,0,True,True,True,0.0,481.721,371.856,0,True,True,True,,training
3736,7,9,8,1,1,1,0,True,True,True,0.0,527.949,427.07399999999996,0,True,True,False,delivery_stops_lt_10,excluded
3737,7,14,13,1,1,1,0,True,True,True,0.0,585.36,476.28000000000003,0,True,True,True,,training
3738,7,20,19,1,1,1,0,True,True,True,0.0,558.579,446.0899999999999,0,True,True,True,,training
3739,7,20,19,1,1,1,0,True,True,True,0.0,562.085,435.88200000000006,0,True,True,True,,training
3740,7,15,13,1,1,1,2,True,True,True,0.0,782.123,652.1370000000001,0,True,True,False,duplicate_route_stop_id,excluded
3741,7,15,14,1,1,1,0,True,True,True,0.0,591.673,460.808,0,True,True,True,,training
3742,7,17,16,1,1,1,0,True,True,True,0.0,461.922,327.148,0,True,True,True,,training
3743,7,14,13,1,1,1,0,True,True,True,0.0,576.551,430.6410000000001,0,True,True,True,,training
3744,7,20,19,1,1,1,0,True,True,True,0.0,531.352,378.827,0,True,True,True,,training
3745,7,17,16,1,1,1,0,True,True,True,0.0,661.78,501.59999999999997,0,True,True,True,,training
3746,7,16,15,1,1,1,0,True,True,True,0.0,622.398,459.96500000000003,0,True,True,True,,training
3747,7,19,18,1,1,1,0,True,True,True,0.0,635.798,464.608,0,True,True,True,,training
3748,7,17,15,1,1,1,2,True,True,True,0.0,669.281,493.49199999999996,0,True,True,False,duplicate_route_stop_id,excluded
3749,7,12,11,1,1,1,0,True,True,True,0.0,513.952,268.555,0,True,True,True,,training
3750,7,18,17,1,1,1,0,True,True,True,0.0,525.626,336.39699999999993,0,True,True,True,,training
3751,7,26,25,1,1,1,0,True,True,True,0.0,522.12,327.444,0,True,True,True,,training
3752,7,16,15,1,1,1,0,True,True,True,0.0,658.66,459.18999999999994,0,True,True,True,,training
3753,7,15,14,1,1,1,0,True,True,True,0.0,521.482,376.63599999999997,0,True,True,True,,training
3754,7,14,13,1,1,1,0,True,True,True,0.0,554.058,346.113,0,True,True,True,,training
3755,7,13,12,1,1,1,0,True,True,True,0.0,611.662,463.28600000000006,0,True,True,True,,training
3756,7,8,7,1,1,1,0,True,True,True,0.0,504.482,415.41100000000006,0,True,True,False,delivery_stops_lt_10,excluded
3757,7,18,17,1,1,1,0,True,True,True,0.0,569.462,356.28999999999996,0,True,True,True,,training
3758,7,15,13,1,1,1,2,True,True,True,0.0,697.532,468.53400000000005,0,True,True,False,duplicate_route_stop_id,excluded
3759,7,19,18,1,1,1,0,True,True,True,0.0,646.911,411.8879999999999,0,True,True,True,,training
3760,7,15,13,1,1,1,2,True,True,True,0.0,525.861,289.92999999999995,0,True,True,False,duplicate_route_stop_id,excluded
3761,7,9,8,1,1,1,0,True,True,True,0.0,626.89,450.67999999999995,0,True,True,False,delivery_stops_lt_10,excluded
3762,7,18,17,1,1,1,0,True,True,True,0.0,659.927,421.903,0,True,True,True,,training
3763,7,11,10,1,1,1,0,True,True,True,0.0,714.001,532.681,0,True,True,True,,training
3764,7,4,3,1,1,1,0,True,True,True,0.0,422.766,241.22100000000003,0,True,True,False,delivery_stops_lt_10,excluded
3765,7,14,12,1,1,1,2,True,True,True,0.0,758.725,577.0250000000001,0,True,True,False,duplicate_route_stop_id,excluded
3766,7,16,15,1,1,1,0,True,True,True,0.0,629.841,447.723,0,True,True,True,,training
3767,7,16,15,1,1,1,0,True,True,True,0.0,508.603,265.117,0,True,True,True,,training
3768,7,19,18,1,1,1,0,True,True,True,0.0,669.543,484.96299999999997,0,True,True,True,,training
3769,7,15,13,1,1,1,2,True,True,True,0.0,576.967,330.98,0,True,True,False,duplicate_route_stop_id,excluded
3770,7,15,14,1,1,1,0,True,True,True,0.0,569.437,382.87300000000005,0,True,True,True,,training
3771,7,13,12,1,1,1,0,True,True,True,0.0,640.111,452.763,0,True,True,True,,training
3772,7,6,5,1,1,1,0,True,True,True,0.0,419.456,171.32100000000003,0,True,True,False,delivery_stops_lt_10,excluded
3773,7,9,7,1,1,1,2,True,True,True,0.0,556.684,6.3659999999999854,0,True,True,False,delivery_stops_lt_10;duplicate_route_stop_id,excluded
3774,7,11,10,1,1,1,0,True,True,True,0.0,484.178,293.23199999999997,0,True,True,True,,training
3775,7,4,2,1,1,1,2,True,True,True,0.0,426.785,353.59200000000004,0,True,True,False,delivery_stops_lt_10;duplicate_route_stop_id,excluded
3776,7,9,4,1,1,1,0,True,True,True,0.0,401.214,314.327,0,True,True,False,delivery_stops_lt_10,excluded
3777,7,18,17,1,1,1,0,True,True,True,0.0,649.745,393.094,0,True,True,True,,training
3778,7,13,12,1,1,1,0,True,True,True,0.0,595.227,338.51899999999995,0,True,True,True,,training
3779,7,13,12,1,1,1,0,True,True,True,0.0,475.873,217.822,0,True,True,True,,training
3780,7,24,23,1,1,1,0,True,True,True,0.0,728.146,468.64099999999996,0,True,True,True,,training
3781,7,18,17,1,1,1,0,True,True,True,0.0,688.802,429.238,0,True,True,True,,training
3782,7,8,7,1,1,1,0,True,True,True,0.0,528.408,266.502,0,True,True,False,delivery_stops_lt_10,excluded
3783,7,21,20,1,1,1,0,True,True,True,0.0,557.799,295.04999999999995,0,True,True,True,,training
3784,7,11,9,1,1,1,0,True,True,True,0.0,626.044,420.409,0,True,True,False,delivery_stops_lt_10,excluded
3785,7,14,13,1,1,1,0,True,True,True,0.0,499.166,232.43,0,True,True,True,,training
3786,7,9,6,1,1,1,4,True,True,True,0.0,332.713,238.63300000000004,0,True,True,False,delivery_stops_lt_10;duplicate_route_stop_id,excluded
3787,7,18,17,1,1,1,0,True,True,True,0.0,538.569,322.52599999999995,0,True,True,True,,training
3788,7,14,13,1,1,1,0,True,True,True,0.0,654.802,372.86,0,True,True,True,,training
3789,7,16,15,1,1,1,0,True,True,True,0.0,588.356,301.09,0,True,True,True,,training
3790,7,16,13,1,1,1,3,True,True,True,0.0,625.622,396.32599999999996,0,True,True,False,duplicate_route_stop_id,excluded
3791,7,14,13,1,1,1,0,True,True,True,0.0,512.312,277.41700000000003,0,True,True,True,,training
3792,7,12,9,1,1,1,2,True,True,True,0.0,779.065,483.93700000000007,0,True,True,False,delivery_stops_lt_10;duplicate_route_stop_id,excluded
3793,7,15,14,1,1,1,0,True,True,True,0.0,611.425,316.12499999999994,0,True,True,True,,training
3794,7,6,4,1,1,1,0,True,True,True,0.0,352.676,236.72199999999998,0,True,True,False,delivery_stops_lt_10,excluded
3795,7,18,17,1,1,1,0,True,True,True,0.0,598.129,356.826,0,True,True,True,,training
3796,7,14,12,1,1,1,0,True,True,True,0.0,684.771,438.08299999999997,0,True,True,True,,training
3797,7,11,10,1,1,1,0,True,True,True,0.0,602.32,353.3570000000001,0,True,True,True,,training
3798,7,17,15,1,1,1,2,True,True,True,0.0,714.636,465.23699999999997,0,True,True,False,duplicate_route_stop_id,excluded
3799,7,11,10,1,1,1,0,True,True,True,0.0,426.333,285.94800000000004,0,True,True,True,,training
3800,7,21,20,1,1,1,0,True,True,True,0.0,796.327,531.149,0,True,True,True,,training
3801,7,8,6,1,1,1,0,True,True,True,0.0,553.785,396.16999999999996,0,True,True,False,delivery_stops_lt_10,excluded
3802,7,21,19,1,1,1,2,True,True,True,0.0,635.654,297.365,0,True,True,False,duplicate_route_stop_id,excluded
3803,7,15,14,1,1,1,0,True,True,True,0.0,716.189,435.14199999999994,0,True,True,True,,training
3804,7,7,6,1,1,1,0,True,True,True,0.0,405.528,243.93300000000002,0,True,True,False,delivery_stops_lt_10,excluded
3805,7,22,20,1,1,1,2,True,True,True,0.0,386.769,338.876,0,True,True,False,duplicate_route_stop_id,excluded
3806,7,20,19,1,1,1,0,True,True,True,0.0,574.358,405.914,0,True,True,True,,training
3807,7,6,4,1,1,1,0,True,True,True,0.0,564.44,324.18000000000006,0,True,True,False,delivery_stops_lt_10,excluded
3808,7,7,6,1,1,1,0,True,True,True,0.0,136.734,61.85600000000001,0,True,True,False,delivery_stops_lt_10,excluded
3809,7,5,4,1,1,1,0,True,True,True,0.0,623.6,363.591,0,True,True,False,delivery_stops_lt_10,excluded
3810,7,8,5,1,1,1,2,True,True,True,0.0,536.875,392.297,0,True,True,False,delivery_stops_lt_10;duplicate_route_stop_id,excluded
3811,7,10,9,1,1,1,0,True,True,True,0.0,636.655,311.325,0,True,True,False,delivery_stops_lt_10,excluded
3812,7,14,13,1,1,1,0,True,True,True,0.0,741.343,408.93199999999996,0,True,True,True,,training
3813,7,10,7,1,1,1,3,True,True,True,0.0,674.526,398.78399999999993,0,True,True,False,delivery_stops_lt_10;duplicate_route_stop_id,excluded
3814,7,10,5,1,1,1,2,True,True,True,0.0,696.901,420.15199999999993,0,True,True,False,delivery_stops_lt_10;duplicate_route_stop_id,excluded
3815,7,12,11,1,1,1,0,True,True,True,0.0,794.119,451.744,0,True,True,True,,training
3816,7,7,6,1,1,1,0,True,True,True,0.0,630.934,343.34599999999995,0,True,True,False,delivery_stops_lt_10,excluded
3817,7,18,16,1,1,1,2,True,True,True,0.0,378.225,262.32000000000005,0,True,True,False,duplicate_route_stop_id,excluded
3818,7,8,4,1,1,1,6,True,True,True,0.0,623.324,451.2919999999999,0,False,False,False,delivery_stops_lt_10;duplicate_route_stop_id,excluded
3819,7,5,3,1,1,1,0,True,True,True,0.0,580.087,399.914,0,False,False,False,delivery_stops_lt_10,excluded
3820,7,4,2,1,1,1,0,True,True,True,0.0,603.569,415.22399999999993,0,False,False,False,delivery_stops_lt_10,excluded
3821,7,6,1,1,1,1,0,True,True,True,0.0,760.888,380.49600000000004,0,False,False,False,delivery_stops_lt_10,excluded
3822,7,3,2,1,1,1,0,True,True,True,0.0,4405.5,0.0,0,True,True,False,delivery_stops_lt_10;route_duration_gt_16h,excluded
3823,7,16,10,1,1,1,3,True,True,True,0.0,823.015,435.032,0,True,True,False,duplicate_route_stop_id,excluded
3824,7,6,4,1,1,1,2,True,True,True,0.0,630.155,299.559,0,True,True,False,delivery_stops_lt_10;duplicate_route_stop_id,excluded
3825,7,11,10,1,1,1,0,True,True,True,0.0,330.478,175.305,0,True,True,True,,training
3826,7,6,5,1,1,1,0,True,True,True,0.0,745.18,400.01199999999994,0,True,True,False,delivery_stops_lt_10,excluded
3827,7,6,5,1,1,1,0,True,True,True,0.0,739.125,449.92,0,True,True,False,delivery_stops_lt_10,excluded
3828,7,9,7,1,1,1,0,True,True,True,0.0,877.047,517.981,0,True,True,False,delivery_stops_lt_10,excluded
3829,7,16,15,1,1,1,0,True,True,True,0.0,792.083,371.712,0,True,True,True,,training
3830,7,8,1,1,1,1,0,True,True,True,0.0,607.614,171.33800000000002,0,False,False,False,delivery_stops_lt_10,excluded
3831,7,4,3,1,1,1,0,True,True,True,0.0,198.255,0.0,0,False,False,False,delivery_stops_lt_10,excluded
3832,7,4,2,1,1,1,0,True,True,True,0.0,258.273,0.0,0,True,True,False,delivery_stops_lt_10,excluded
3833,7,4,2,1,1,1,0,True,True,True,0.0,258.291,0.0,0,False,False,False,delivery_stops_lt_10,excluded
3834,7,6,4,1,1,1,2,True,True,True,0.0,157.121,0.17900000000000205,0,True,True,False,delivery_stops_lt_10;duplicate_route_stop_id,excluded
3835,7,18,17,1,1,1,0,True,True,True,0.0,675.818,144.40499999999997,0,True,True,True,,training
3836,7,9,7,1,1,1,4,True,True,True,0.0,658.011,301.087,0,True,True,False,delivery_stops_lt_10;duplicate_route_stop_id,excluded
3837,7,6,3,1,1,1,3,True,True,True,0.0,658.816,300.95000000000005,0,True,True,False,delivery_stops_lt_10;duplicate_route_stop_id,excluded
3838,7,8,7,1,1,1,0,True,True,True,0.0,790.729,278.605,0,True,True,False,delivery_stops_lt_10,excluded
3839,7,7,5,1,1,1,2,True,True,True,0.0,714.002,152.75799999999992,0,True,True,False,delivery_stops_lt_10;duplicate_route_stop_id,excluded
3840,7,14,12,1,1,1,0,True,True,True,0.0,957.66,297.789,0,True,True,True,,training
3841,7,5,1,1,1,1,0,True,True,True,0.0,1078.311,385.08299999999997,0,False,False,False,delivery_stops_lt_10;route_duration_gt_16h,excluded
3842,7,4,2,1,1,1,2,True,True,True,0.0,770.335,3.1560000000000628,0,True,True,False,delivery_stops_lt_10;duplicate_route_stop_id,excluded
3843,7,7,6,1,1,1,0,True,True,True,0.0,367.81,315.56,0,True,True,False,delivery_stops_lt_10,excluded
3844,7,8,7,1,1,1,0,True,True,True,0.0,360.496,221.28599999999997,0,True,True,False,delivery_stops_lt_10,excluded
3845,7,15,14,1,1,1,0,True,True,True,0.0,452.298,274.281,0,True,True,True,,training
3846,7,9,8,1,1,1,0,True,True,True,0.0,423.088,219.229,0,True,True,False,delivery_stops_lt_10,excluded
3847,7,9,8,1,1,1,0,True,True,True,0.0,451.418,234.293,0,True,True,False,delivery_stops_lt_10,excluded
3848,7,6,4,1,1,1,2,True,True,True,0.0,365.893,135.12699999999998,0,True,True,False,delivery_stops_lt_10;duplicate_route_stop_id,excluded
3849,7,9,8,1,1,1,0,True,True,True,0.0,422.119,187.89700000000002,0,True,True,False,delivery_stops_lt_10,excluded
3850,7,9,7,1,1,1,2,True,True,True,0.0,487.978,249.274,0,True,True,False,delivery_stops_lt_10;duplicate_route_stop_id,excluded
3851,7,9,8,1,1,1,0,True,True,True,0.0,408.615,165.923,0,True,True,False,delivery_stops_lt_10,excluded
3852,7,12,11,1,1,1,0,True,True,True,0.0,481.288,237.084,0,True,True,True,,training
3853,7,8,7,1,1,1,2,True,True,True,0.0,492.242,236.13400000000001,0,True,True,False,delivery_stops_lt_10;duplicate_route_stop_id,excluded
3854,7,12,11,1,1,1,0,True,True,True,0.0,464.363,380.556,0,True,True,True,,training
3855,7,13,11,1,1,1,2,True,True,True,0.0,574.235,516.186,0,True,True,False,duplicate_route_stop_id,excluded
3856,7,18,17,1,1,1,0,True,True,True,0.0,550.38,440.348,0,True,True,True,,training
3857,7,15,14,1,1,1,0,True,True,True,0.0,505.898,385.88100000000003,0,True,True,True,,training
3858,7,13,12,1,1,1,0,True,True,True,0.0,647.248,466.605,0,True,True,True,,training
3859,7,10,9,1,1,1,0,True,True,True,0.0,383.04,229.92600000000002,0,True,True,False,delivery_stops_lt_10,excluded
3860,7,15,14,1,1,1,0,True,True,True,0.0,536.579,409.2629999999999,0,True,True,True,,training
3861,7,11,10,1,1,1,0,True,True,True,0.0,549.519,419.10400000000004,0,True,True,True,,training
3862,7,19,18,1,1,1,0,True,True,True,0.0,656.476,518.342,0,True,True,True,,training
3863,7,17,16,1,1,1,0,True,True,True,0.0,609.859,469.18000000000006,0,True,True,True,,training
3864,7,18,17,1,1,1,0,True,True,True,0.0,773.038,631.163,0,True,True,True,,training
3865,7,16,15,1,1,1,0,True,True,True,0.0,582.388,401.057,0,True,True,True,,training
3866,7,12,11,1,1,1,0,True,True,True,0.0,500.396,315.182,0,True,True,True,,training
3867,7,15,14,1,1,1,0,True,True,True,0.0,598.045,410.303,0,True,True,True,,training
3868,7,20,19,1,1,1,0,True,True,True,0.0,558.595,365.21700000000004,0,True,True,True,,training
3869,7,16,15,1,1,1,0,True,True,True,0.0,502.965,368.92499999999995,0,True,True,True,,training
3870,7,17,16,1,1,1,0,True,True,True,0.0,501.745,304.969,0,True,True,True,,training
3871,7,23,20,1,1,1,2,True,True,True,0.0,590.977,389.48199999999997,0,True,True,False,duplicate_route_stop_id,excluded
